"FINVOICE IMPLEMENTATION GUIDELINES VERSION 3.0 DATA LIST 17.12.2020","","","","","","","","",""
"","","","","","","","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubOrderedQuantity","string","Yes","0..14","0..1","Quantity of product or service ordered if it differs from the delivered quantity of product or service. eg. kg, cm, m as an attribute. Note! Quantity UnitCode is given as attribute","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubConfirmedQuantity","string","Yes","0..14","0..1","Confirmed quantity","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubPostDeliveredQuantity","string","Yes","0..14","0..1","Goods or services delivered afterwards","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubInvoicedQuantity","string","Yes","0..14","0..n","Invoiced quantity","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubCreditRequestedQuantity","string","Yes","0..14","0..1","Note, this element is used when the information is exchanged between two applications in the company. This element is not  defined in the xsl-file","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubReturnedQuantity","string","Yes","0..14","0..1","Note, this element is used when the information is exchanged between two applications in the company. This element is not  defined in the xsl-file","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubStartDate","date","Yes","8","0..1","Related to the period invoicing. StartDate and EndDate is alternative to the quantity invoicing","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubEndDate","date","Yes","8","0..1","Related to the period invoicing. StartDate and EndDate is alternative to the quantity invoicing","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubUnitPriceAmount","unitAmount","Yes","1..22","0..1","Price of one product or service","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"","Attribute: UnitPriceUnitCode","string","","0..14","0..1","kwh/month (used for example in electricity invoices)","","",""
"3","SubUnitPriceDiscountAmount","unitAmount","Yes","1..22","0..1","Item price discount","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"","Attribute: UnitPriceUnitCode","string","","0..14","0..1","g, kg,","","",""
"3","SubUnitPriceNetAmount","unitAmount","Yes","1..22","0..1","Item net price","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"","Attribute: UnitPriceUnitCode","string","","0..14","0..1","g, kg,","","",""
"3","SubUnitPriceVatIncludedAmount","unitAmount","Yes","1..22","0..1","Price of one product or service with Vat. ","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"","Attribute: UnitPriceUnitCode","string","","0..14","0..1","kwh/kk (used for example in electricity invoices)","","",""
"3","SubUnitPriceBaseQuantity","string","Yes","0..14","0..1","per 1000 items","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","g, kg,","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubRowIdentifier","string","","0..35","0..1","Identifier given by buyer when the original order was done. in interest invoice relates to the original invoice","","",""
"3","SubRowIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database","","",""
"3","SubRowIdentifierDate","date","Yes","8","0..1","Date when the order was done. In interest invoice it is the date of the original invoice","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubRowOrdererName","string","","0..35","0..1","Order person related to the Sub row","","",""
"3","SubRowSalesPersonName","string","","0..35","0..1","Sale person related to the Sub row","","",""
"3","SubRowOrderConfirmationIdentifier","string","","0..70","0..1","Order confirmation id related to the Sub row","","",""
"3","SubRowOrderConfirmationDate","date","Yes","8","0..1","Order confirmation date","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubOriginalInvoiceNumber","string","","1..20","0..1","Used in Credit Note","","",""
"3","SubOriginalInvoiceDate","date","Yes","8","0..1","The date when the original  invoice was issued.","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubOriginalInvoiceReference","Aggr.","","","0..n","Refer to previous invoices (e.g. instalments)","","",""
"4","InvoiceNumber","string","","1..20","0..1","Previous invoice number","","",""
"4","InvoiceDate","date","Yes","8","0..1","Previous invoice date","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubRowDeliveryIdentifier","string","","0..35","0..1","Delivery id related to the Sub row","","",""
"3","SubRowDeliveryIdentifierUrlText","string","","0..512","0..1","Link to the seller`s database","","",""
"3","SubRowDeliveryDate","date","Yes","8","0..1","Date when the product or service was delivered","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubRowQuotationIdentifier","string","","0..35","0..1","Identifier of tender","","",""
"3","SubRowQuotationIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database","","",""
"3","SubRowAgreementIdentifier","string","","0..70","0..1","Agreement number","","",""
"3","SubRowAgreementIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database, not in DTD or example","","",""
"3","SubRowRequestOfQuotationIdentifier","string","","0..35","0..1","Call for tender","","",""
"3","SubRowRequestOfQuotationIdentifierUrlText","string","","0..512","0..1","Link to the Buyer`s database","","",""
"3","SubRowPriceListIdentifier","string","","0..35","0..1","Indentifier of catalog","","",""
"3","SubRowPriceListIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database","","",""
"3","SubRowBuyerReferenceIdentifier","string","","0..70","0..1","Purchase order reference","","",""
"3","SubRowProjectReferenceIdentifier","string","","0..70","0..1","Project number","","",""
"3","SubRowOverDuePaymentDetails","Aggr.","","","0..1","Only used when InvoiceTypeCode is INV03 (interest note) ","","",""
"4","SubRowOriginalInvoiceIdentifier","string","","0..35","0..1","Invoice number for the original invoice","","",""
"4","SubRowOriginalInvoiceDate","date","Yes","8","0..1","Date for the original invoice","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"4","SubRowOriginalDueDate","date","Yes","8","0..1","Due date for the original invoice","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"4","SubRowOriginalInvoiceTotalAmount","amount","Yes","1..22","0..1","Total sum of original invoice","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowOriginalEpiRemittanceInfoIdentifier","string","","0..35","0..1","Payment reference of original invoice","","",""
"4","SubRowPaidVatExcludedAmount","amount","Yes","1..22","0..1","Paid sum without VAT","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowPaidVatIncludedAmount","amount","Yes","1..22","0..1","Paid sum with VAT","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowPaidDate","date","Yes","8","0..1","Payment date","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"4","SubRowUnPaidVatExcludedAmount","amount","Yes","1..22","0..1","Sum not yet paid without VAT","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowUnPaidVatIncludedAmount","amount","Yes","1..22","0..1","Sum not yet paid with VAT","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowCollectionDate","date","Yes","8","0..1","Collection date","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"4","SubRowCollectionQuantity","string","Yes","0..14","0..1","The number of collections","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg pcs, unit","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"4","SubRowCollectionChargeAmount","amount","Yes","1..22","0..1","Collection charge","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowInterestRate","percentage","","1..7","0..1","Interest rate","","",""
"4","SubRowInterestStartDate","date","Yes","8","0..1","Start date for interest period","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"4","SubRowInterestEndDate","date","Yes","8","0..1","End date for interest period","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"4","SubRowInterestPeriodText","string","","0..35","0..1","Text for interest period","","",""
"4","SubRowInterestDateNumber","nmtoken","","0..14","0..1","The number of interest dates","","",""
"4","SubRowInterestChargeAmount","amount","Yes","1..22","0..1","Interest charge sum","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowInterestChargeVatAmount","amount","Yes","1..22","0..1","Interest sum","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","SubRowAnyPartyDetails","Aggr.","","","0..n","Any party details:The sector of business is responsible for maintaining the data contents and description","","",""
"4","SubRowAnyPartyText","string","Yes","0..35","1","Party code related text","","",""
"","Attribute: AnyPartyCode","token","","0..35","1","Defined by the industy concerned","","",""
"4","SubRowAnyPartyIdentifier","string","Yes","0..35","0..1","Identification of any party Business ID (Business Identity Code = Y-tunnus in Finnish)","","",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"4","SubRowAnyPartyOrganisationName","string","","2..35","1..2","Name of party","","",""
"4","SubRowAnyPartyOrganisationDepartment","string","","0..35","0..2","Department information eg. Deparment or Unit","","",""
"4","SubRowAnyPartyOrganisationTaxCode","string","","0..35","0..1","VAT number, (Business ID with FI as a prefix)","","",""
"4","SubRowAnyPartyCode","string","Yes","0..70","0..1","","","",""
"","Attribute: IdentifierType","token","","1..20","0..1","e.g. DUNS, GLN, EDI","","",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"4","SubRowAnyPartyPostalAddressDetails","Aggr.","","","0..1","Address information","","",""
"5","SubRowAnyPartyStreetName","string","","2..35","1..3","postal address","","",""
"5","SubRowAnyPartyTownName","string","","2..35","1","name of the town","","",""
"5","SubRowAnyPartyPostCodeIdentifier","string","","2..35","1","post code","","",""
"5","SubRowAnyPartyCountrySubdivision","string","","2..35","0..1","The subdivision of a country","","",""
"5","CountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","","",""
"5","CountryName","string","","0..35","0..1","country name","","",""
"5","SubRowAnyPartyPostOfficeBoxIdentifier","string","","0..35","0..1","PO box","","",""
"4","SubRowAnyPartyOrganisationUnitNumber","string","","0..35","0..1","OVT code (OVT-tunnus), format nnnnn (SFS)","","",""
"4","SubRowAnyPartySiteCode","string","","0..35","0..1","Code for place of business","","",""
"3","SubRowDeliveryDetails","Aggr.","","","0..1","Delivery Details related to the sub row","","",""
"4","SubRowTerminalAddressText","string","","0..70","0..1","Eg. Code, Statement, Place","","",""
"4","SubRowWaybillIdentifier","string","","0..70","0..1","Identifier of the waybill","","",""
"4","SubRowWaybillTypeCode","nmtoken","","0..35","0..1","Code for referenced transport document","","",""
"4","SubRowClearanceIdentifier","string","","0..70","0..1","Clearange number of customs","","",""
"4","SubRowDeliveryNoteIdentifier","string","","0..70","0..1","Covering note (Lähetenumero) kuormakirja = lähetysluettelo (Dispatch advice)","","",""
"4","SubRowDelivererIdentifier","string","","0..35","0..1","Deliverer of the Goods or Services","","",""
"4","SubRowDelivererName","string","","0..35","0..3","Name of the Deliverer","","",""
"4","SubRowDelivererCountrySubdivision","string","","2..35","0..1","The subdivision of a country","","",""
"4","SubRowDelivererCountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","","",""
"4","SubRowDelivererCountryName","string","","0..35","0..1","country name","","",""
"4","SubRowPlaceOfDischarge","string","","0..35","0..1","Discharge place","","",""
"4","SubRowFinalDestinationName","string","","0..35","0..3","Final destination","","",""
"4","SubRowCustomsInfo","Aggr.","","","0..1","Custom information","","",""
"5","CNCode","string","","1..8","0..1","Custom CN code ","","",""
"5","CNName","string","","1..35","0..1","CN name","","",""
"5","CNOriginCountrySubdivision","string","","2..35","0..1","The subdivision of a country","","",""
"5","CNOriginCountryCode","nmtoken","","2","0..1","CN Origin country ISO 3166-1 code","","",""
"5","CNOriginCountryName","string","","1..35","0..1","CN Origin country name","","",""
"4","SubRowManufacturerArticleIdentifier","string","","0..70","0..1","Manufacturer's product identifier","","",""
"4","SubRowManufacturerIdentifier","string","","0..35","0..1","Identification of manufacturer Business ID (Business Identity Code = Y-tunnus in Finnish)","","",""
"4","SubRowManufacturerName","string","","0..35","0..3","Manufacturer name","","",""
"4","SubRowManufacturerCountrySubdivision","string","","2..35","0..1","The subdivision of a country","","",""
"4","SubRowManufacturerCountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","","",""
"4","SubRowManufacturerCountryName","string","","0..35","0..1","country name","","",""
"4","SubRowManufacturerOrderIdentifier","string","","0..70","0..1","Order number given by the manufactorer","","",""
"4","SubRowPackageDetails","Aggr.","","","0..1","Package information","","",""
"5","SubRowPackageLength","string","Yes","0..14","0..1","Length","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","mm, cm, m","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"5","SubRowPackageWidth","string","Yes","0..14","0..1","Width","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","mm, cm, m","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"5","SubRowPackageHeight","string","Yes","0..14","0..1","Height","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","mm, cm, m","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"5","SubRowPackageWeight","string","Yes","0..14","0..1","Cross weight","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","g, kg,","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"5","SubRowPackageNetWeight","string","Yes","0..14","0..1","Net weight","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","g, kg,","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"5","SubRowPackageVolume","string","Yes","0..14","0..1","Volume","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","mm, cm, m","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"5","SubRowTransportCarriageQuantity","string","Yes","0..14","0..1","Number of transport carriages","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. Pcs, unit","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubRowShortProposedAccountIdentifier","string","","0..4","0..1","Account proposal based on basic account list, given by seller","","",""
"3","SubRowNormalProposedAccountIdentifier","string","","0..4","0..1","Account proposal based on basic account list, given by seller","","",""
"3","SubRowProposedAccountText","string","","0..35","0..1","Accounting information agreed between seller and buyer.","","",""
"3","SubRowAccountDimensionText","string","","0..35","0..1","Cost centre, e.g. department, given by buyer","","",""
"3","SubRowSellerAccountText","string","","0..35","0..1","Dedicated to the sellers own accounting information.","","",""
"3","SubRowFreeText","string","","0..512","0..n","Free text. Can be used in period invoicing. ","","",""
"3","SubRowUsedQuantity","string","Yes","0..14","0..1","Used quantity","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. Pcs, unit","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubRowPreviousMeterReadingDate","date","Yes","8","0..1","Previous reading date. Used by eg. Electric utility","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubRowLatestMeterReadingDate","date","Yes","8","0..1","New reading date. Used by eg. Electric utility","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","SubRowCalculatedQuantity","string","Yes","0..14","0..1","Invoiced amount","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","mm, cm, m","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubRowAveragePriceAmount","amount","Yes","1..22","0..1","Average price","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","SubRowDiscountPercent","percentage","","1..7","0..1","This sub row discount percent is used if seller and buyer have agreed a discount related to this sub row. Note that Vat is calculated from the reduced amount.  This discount percent is independent from the discount mentioned in the Payment Terms Details.","","",""
"3","SubRowDiscountAmount","amount","Yes","1..22","0..1","Amount of the discount","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","SubRowDiscountBaseAmount","amount","Yes","1..22","0..1","Discount base amount, excluding VAT","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","SubRowDiscountTypeCode","untdid5189","","1..3","0..1","Code for discount, code related text is mentioned in DiscountTypeText","","",""
"3","SubRowDiscountTypeText","string","","0..35","0..1","Header of the discount","","",""
"3","SubRowProgressiveDiscountDetails","Aggr.","","","0..n","Progressive discount","","",""
"4","SubRowDiscountPercent","percentage","","1..7","0..1","persent","","",""
"4","SubRowDiscountAmount","amount","Yes","1..22","0..1","Amount of the discount","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowDiscountBaseAmount","amount","Yes","1..22","0..1","Discount base amount, excluding VAT","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","SubRowDiscountTypeCode","untdid5189","","1..3","0..1","Code for discount, code related text is mentioned in DiscountTypeText","","",""
"4","SubRowDiscountTypeText","string","","0..35","0..1","Header of the discount","","",""
"3","SubRowChargeDetails","Aggr.","","","0..n","","","",""
"4","ReasonText","string","","1..70","0..1","Charge information in text format","","",""
"4","ReasonCode","untdid7161","","1..3","0..1","Check instructions from EU Norm","","",""
"4","Percent","percentage","","1..7","0..1","Percent","","",""
"4","Amount","amount","Yes","1..22","0..1","Charge amount, excluding VAT","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","BaseAmount","amount","Yes","1..22","0..1","Charge base amount, excluding VAT","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","SubRowVatRatePercent","percentage","","1..7","0..1","Vat percent related to the product or service","","",""
"3","SubRowVatCode","untdid5305","","1..3","0..1","For Swedish purposes, not used in Finland","","",""
"3","SubRowVatAmount","amount","Yes","1..22","0..1","Total amount of Vat ","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","SubRowVatExcludedAmount","amount","Yes","1..22","0..1","Amount multiplied from the quantity, unitprice (SubRow Discount deducted)  ","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","SubRowAmount","amount","Yes","1..22","0..1","Total SubRow amount. The total amount if invoice (vat included) consist of all RowAmounts","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","SubRowTransactionDetails","Aggr.","","","0..1","Transaction details ","","",""
"4","OtherCurrencyAmount","amount","Yes","1..22","0..1","Amount in other currency. Extra information not calculated to SubRowAmount","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"4","ExchangeRate","exchangeRate","","1..22","0..1","Exchange rate of other currency","","",""
"4","ExchangeDate","date","Yes","8","0..1","Exchange rate date","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"1","SpecificationDetails","Aggr.","","","0..1","Described separately by the seller or line of business eg energy, telecommunication  ","","",""
"2","SpecificationFreeText","string","","0..80","0..n","Seller edits content of  elements so that it can be shown in readable form in layout according to the stylesheet.  Font should be Courier.","","",""
"2","ExternalSpecificationDetails","any","","","0..n","","","",""
"1","EpiDetails","Aggr.","","","1","Payment details given by the seller","","",""
"2","EpiIdentificationDetails","Aggr.","","","1","","","",""
"3","EpiDate","date","Yes","8","1","Date when the Epi was created","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","EpiReference","nmtoken","","0..35","1","Not in use in Finland. Technical reference given by the beneficiary. In Finland bank reference (viitenumero) is given in EpiremittanceiInfoIdentifier.","","",""
"3","EpiUrl","nmtoken","","0..512","0..1","Not in use in Finland. Link to the seller´s or service provider´s web site.","","",""
"3","EpiEmail","string","","0..70","0..1","Not in use in Finland. Seller´s e-mail address","","",""
"3","EpiOrderInfo","token","","0..70","0..7","Not in use in Finland.","","",""
"2","EpiPartyDetails","Aggr.","","","1","Beneficiary Financial Institution information","","",""
"3","EpiBfiPartyDetails","Aggr.","","","1","","","",""
"4","EpiBfiIdentifier","nmtoken","Yes","8..11","0..1","Recommended in domestic invoices. Mandatory in cross border invoices. SWIFT-code (BIC)of the seller`s bank","","",""
"","Attribute: IdentificationSchemeName","Enum.","","","1","BIC","","",""
"4","EpiBfiName","string","","1..35","0..1","Name of the Beneficiary's bank","","",""
"3","EpiBeneficiaryPartyDetails","Aggr.","","","1","Seller´s details. There ar two alternative information: Bei which is the companys id (Business ID) or name and address, which is text field.","","",""
"4","EpiNameAddressDetails","token","","2..35","0..1","Beneficiary name and address. Alternative for the Bei-info. Because Bei-info is not inuse in Finland, EpiNAmeAddressDetails is mandatory.","","",""
"4","EpiBei","nmtoken","","8..11","0..1","In Finland Business ID","","",""
"4","EpiAccountID","nmtoken","Yes","1..34","1","Seller´s account number","","",""
"","Attribute: IdentificationSchemeName","Enum.","","","1","IBAN or BBAN","","",""
"2","EpiPaymentInstructionDetails","Aggr.","","","1","","","",""
"3","EpiPaymentInstructionId","string","","0..35","0..1","Identifier generated by the beneficiary. If the invoice is  E-invoice for consumers this information is mandatory. The bank combines this information with SenderInfo. ","","Laskutusaihe",""
"3","EpiTransactionTypeCode","token","","3","0..1","Not in use in Finland. Technical type code for payment related to the invoice.","","",""
"3","EpiInstructionCode","nmtoken","","0..35","0..1","Not in use in Finland. Priority of the payment instructed by the seller ","","",""
"3","EpiRemittanceInfoIdentifier","nmtoken","Yes","2..25","0..1","Payment details. In domestic payment the bank reference number (20 numbers, no spaces) or global reference number (max. 25 characters e.g RF98123456789012) is in this field in Finland. Mandatory in B2C e-invoices.","BT-83","",""
"","Attribute: IdentificationSchemeName","Enum.","","","0..1","SPY (20 numbers, no spaces) or ISO (RF...)","","",""
"3","EpiInstructedAmount","epiAmount","Yes","4..19","1","The amount specified by the invoicer as the amount to be paid.","BT-115","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","EpiCharge","token","Yes","0","1","Attribute is ChargeOption.","","",""
"","Attribute: ChargeOption","Enum.","","","1","SHA, OUR, BEN or SLEV. For SEPA payments the value is SLEV.","","",""
"3","EpiDateOptionDate","date","Yes","8","1","Only valid value in Finland is Duedate. See also PaymenttermsDetails","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","EpiPaymentMeansCode","untdid4461","","1..3","0..1","Check instructions from EU Norm","BT-81"," ",""
"3","EpiPaymentMeansText","string","","1..70","0..1","Info, how a payment is excepted to pay","BT-82","Maksutapa",""
"1","InvoiceUrlNameText","string","","0..512","0..n","Name of the link eg. Appendix of invoice, Notice.","","",""
"1","InvoiceUrlText","string","","0..512","0..n","Link to the web site of the service provider eg. Seller`s database, invoice hotel services etc.See implementation quide: usage of the links in Finvoice.","BT-124","",""
"1","StorageUrlText","string","","0..512","0..1","Link to the own database.Can be used for visualisation of whole document like Invoice, Order etc","","",""
"1","LayOutIdentifier","string","","0..35","0..1","xsl-file name if other layout used than Finvoice.xsl. The usage of this element should be agreed with bank ( not in used yet)Elementissä voidaan ilmoittaa erillinen lähettäjän ja vastaanottavan Palveluntarjoajan välillä sovittu xsl-tyylitidoston nimi, jonka avulla Palveluntarjoaja voi luoda Lähettäjän haluaman näköisen laskun kuvan verkkopankissa. Jos kenttä ei ole käytössä, käytetään FA:n määrittelemää laskun kuvaa (Finvoice.xsl).","","",""
"1","InvoiceSegmentIdentifier","string","","0..35","0..1","Information related to the customer segment. Can be used for showing dedicated advertisement in InvoiceUrlNameText and in InvoiceUrlText","","",""
"1","ControlChecksum","string","","0..512","0..1","checksum calculated from previous eReceipt","","",""
"1","MessageChecksum","string","","0..512","0..1","checksum from current eReceipt","","",""
"1","ControlStampText","string","","0..512","0..1","Control stamp","","Tarkastusmerkintä",""
"1","AcceptanceStampText","string","","0..512","0..1","Acceptance stamp","","Hyväksymismerkintä",""
"1","OriginalInvoiceFormat","string","","0..35","0..1","Invoice original format","","",""
"1","AttachmentMessageDetails","Aggr.","","","0..1","Attachment details","","",""
"2","AttachmentMessageIdentifier","string","","15..61 ","1","An attachment identifier","","",""
